BOTTLE,20240810CCHHYDRO
320620180309  ,S04P       ,96      ,  1,15         ,15         ,2,20180428,0617, -67.9999,-107.3127,     4248,   1280.1,1.3593432527381821284,34.729620077556717,2,  34.7276,2,194.45013966529893,2, 194.6001,2,    195.4,2,    107.7,2,    31.98,2,     0.00,2,     2.18,2,    0.135,2,    0.072,2,   0.0200,2,   2258.1,2,  2360.08,2,   7.5979,2,    25.18,     -999,9,     -999,9,   1.3591,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.061,1,    4.651,1,    0.130,1,  19.7200,2,     -999,9,20180428,0743, -67.9998,-107.3128,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1
320620180309  ,S04P       ,96      ,  1,14         ,14         ,2,20180428,0617, -67.9999,-107.3127,     4248,   1385.1,1.2942098415571183789,34.727822439011668,2,  34.7249,2,195.33067488254656,2, 196.0020,2,    195.7,2,    108.7,2,    32.04,2,     0.00,2,     2.18,2,    0.125,2,    0.069,2,   0.0700,2,   2259.5,2,  2361.32,2,   7.5975,2,    25.19,     43.0,2,     -999,9,   1.2943,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,    0.061,1,    4.651,1,    0.131,1,  19.0800,2,     -999,9,20180428,0740, -68.0003,-107.3121,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,96      ,  1,13         ,13         ,2,20180428,0617, -67.9999,-107.3127,     4248,   1484.3,1.2318639951296703750,34.725868129170955,2,  34.7237,2,196.90097833342938,2, 197.0065,2,    197.2,2,    110.4,2,    32.12,2,     0.00,2,     2.19,2,    0.119,6,    0.055,6,   0.0000,6,   2260.2,2,  2361.63,2,   7.5993,2,    25.19,     -999,9,     -999,9,   1.2320,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.061,1,    4.651,1,    0.129,1,  19.4700,6,     -999,9,20180428,0737, -68.0000,-107.3126,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,96      ,  1,12         ,12         ,2,20180428,0617, -67.9999,-107.3127,     4248,   1587.5,1.1680291964925353376,34.723748701969839,2,  34.7215,2,197.92988792174137,2, 198.1992,2,    198.9,2,    112.7,2,    32.17,2,     0.00,2,     2.20,2,     -999,9,     -999,9,     -999,9,   2260.1,2,  2363.10,2,   7.5989,2,    25.27,     44.3,2,     -999,9,   1.1689,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,    0.061,1,    4.652,1,    0.129,1,     -999,9,     -999,9,20180428,0734, -67.9997,-107.3131,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1
320620180309  ,S04P       ,96      ,  1,11         ,11         ,2,20180428,0617, -67.9999,-107.3127,     4248,   1799.3,1.0493778665121478166,34.719351018455107,2,  34.7176,2,200.38476680780479,2, 200.1991,2,    200.5,2,    116.7,2,    32.27,2,     0.00,2,     2.20,2,    0.110,2,    0.071,2,   0.0800,2,   2260.3,2,  2363.63,2,   7.5998,2,    25.04,     40.7,2,     -999,9,   1.0489,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,    0.061,1,    4.651,1,    0.129,1,  18.1100,2,     -999,9,20180428,0728, -67.9994,-107.3136,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,96      ,  1,10         ,10         ,2,20180428,0617, -67.9999,-107.3127,     4248,   1977.5,0.9674986582200809648,34.716133907083126,2,  34.7135,2,202.02894589075402,2, 202.0013,2,    201.6,2,    119.8,2,    32.35,2,     0.00,2,     2.21,2,     -999,9,     -999,9,     -999,9,   2260.9,2,  2365.25,2,   7.5988,2,    24.96,     41.7,2,     -999,9,   0.9675,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,    0.061,1,    4.651,1,    0.129,1,     -999,9,     -999,9,20180428,0723, -67.9995,-107.3134,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,96      ,  1,9          ,9          ,2,20180428,0617, -67.9999,-107.3127,     4248,   2195.0,0.8787266335226043834,34.712496471645530,2,  34.7111,2,204.80527353273965,2, 204.3030,2,    203.9,2,    122.7,2,    32.42,2,     0.00,2,     2.21,2,    0.133,2,    0.073,2,   0.0800,2,   2262.4,6,  2364.90,2,   7.6010,2,    24.95,     41.8,2,     -999,9,   0.8785,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,    0.061,1,    4.652,1,    0.129,1,  18.7600,2,     -999,9,20180428,0717, -67.9992,-107.3140,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1
320620180309  ,S04P       ,96      ,  1,8          ,8          ,2,20180428,0617, -67.9999,-107.3127,     4248,   2451.0,0.7788631177364572222,34.708924391701935,2,  34.7066,2,206.67417196947798,2, 206.0987,2,    206.5,2,    126.7,2,    32.51,2,     0.00,2,     2.22,2,     -999,9,     -999,9,     -999,9,   2261.4,2,  2364.37,2,   7.6005,6,    24.97,     39.8,2,     -999,9,   0.7773,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,    0.060,1,    4.652,1,    0.126,1,     -999,9,     -999,9,20180428,0711, -67.9994,-107.3138,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,96      ,  1,7          ,7          ,2,20180428,0617, -67.9999,-107.3127,     4248,   2709.5,0.6788183857758813833,34.706083327481032,2,  34.7047,2,208.20872154723548,2, 208.1024,2,    208.6,2,    128.4,2,    32.65,2,     0.00,2,     2.22,2,    0.181,2,    0.106,2,   0.0700,2,   2264.4,2,  2364.92,2,   7.5990,2,    24.97,     41.0,2,     -999,9,   0.6788,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,    0.061,1,    4.653,1,    0.125,1,  18.2000,2,     -999,9,20180428,0704, -67.9996,-107.3134,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,96      ,  1,6          ,6          ,2,20180428,0617, -67.9999,-107.3127,     4248,   2964.2,0.5825448439559521852,34.703921905954438,2,  34.7021,2,209.65501643176606,2, 209.9015,2,    209.6,2,    132.9,2,    32.74,2,     0.00,2,     2.24,2,    0.190,2,    0.108,2,   0.0500,2,   2262.7,2,  2365.04,2,   7.5981,2,    24.97,     38.7,2,     -999,9,   0.5823,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,    0.061,1,    4.653,1,    0.125,1,  19.0300,2,     -999,9,20180428,0657, -67.9997,-107.3130,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1
320620180309  ,S04P       ,96      ,  1,5          ,5          ,2,20180428,0617, -67.9999,-107.3127,     4248,   3258.1,0.4958493932950867600,34.702729299053182,2,  34.7000,2,211.60440602709289,2, 211.8000,2,    212.1,2,    136.1,2,    32.86,2,     0.00,2,     2.25,2,    0.201,2,    0.113,2,   0.0400,2,   2264.3,2,  2365.75,2,   7.5985,2,    24.98,     40.2,2,     -999,9,   0.4958,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,    0.061,1,    4.652,1,    0.127,1,  18.0600,2,     -999,9,20180428,0650, -68.0002,-107.3122,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,96      ,  1,4          ,4          ,2,20180428,0617, -67.9999,-107.3127,     4248,   3564.4,0.4478660174498675928,34.702124619984659,2,  34.7002,2,212.49575659805592,2, 212.9010,2,    212.5,2,    139.4,2,    32.94,2,     0.00,2,     2.25,2,    0.212,2,    0.112,2,   0.0800,2,   2263.4,2,  2366.83,2,   7.5978,2,    24.96,     39.2,2,     -999,9,   0.4478,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,    0.061,1,    4.651,1,    0.127,1,  19.0600,2,     -999,9,20180428,0642, -67.9996,-107.3132,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,96      ,  1,3          ,3          ,2,20180428,0617, -67.9999,-107.3127,     4248,   3872.0,0.4095302905065787424,34.701154866906506,2,  34.6996,2,213.97540263967267,2, 213.9983,2,    214.0,2,    141.9,2,    32.93,2,     0.00,2,     2.24,2,    0.270,2,    0.144,2,   0.0000,2,   2264.9,2,  2366.68,2,   7.5967,2,    24.96,     39.5,2,     -999,9,   0.4094,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,    0.060,1,    4.651,1,    0.127,1,  18.9300,2,     -999,9,20180428,0633, -67.9998,-107.3129,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1
320620180309  ,S04P       ,96      ,  1,2          ,2          ,2,20180428,0617, -67.9999,-107.3127,     4248,   4129.0,0.3827933192552787633,34.700112749751618,2,  34.6980,2,215.21136112357743,2, 214.6975,2,    215.0,2,    144.0,2,    32.96,2,     0.00,2,     2.24,2,    0.332,2,    0.187,2,   0.0700,2,   2264.9,2,  2367.34,2,   7.5958,2,    24.96,     -999,9,     -999,9,   0.3828,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.061,1,    4.649,1,    0.127,1,  19.2300,2,     -999,9,20180428,0625, -67.9999,-107.3128,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1
320620180309  ,S04P       ,96      ,  1,1          ,1          ,2,20180428,0617, -67.9999,-107.3127,     4248,   4325.8,0.3720297612891227401,34.699171729850754,2,  34.6978,2,214.66824615652240,2, 214.1982,2,    214.1,2,    148.8,2,    33.15,2,     0.00,2,     2.25,2,    0.408,2,    0.218,2,   0.0000,2,   2266.8,6,  2367.44,2,   7.5940,2,    24.96,     44.3,2,     -999,9,   0.3718,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,    0.061,1,    4.639,1,    0.146,1,  18.5100,2,     -999,9,20180428,0617, -67.9999,-107.3127,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1,     -999,1
320620180309  ,S04P       ,97      ,  1,36         ,36         ,2,20180428,1543, -68.0014,-105.1584,     4524,     11.6,-1.3436626937755931088,33.614547310572590,2,  33.6124,2,348.63123868950396,2, 350.1031,2,    350.8,2,     23.1,2,    24.95,2,     0.24,2,     1.73,2,    0.000,4,    0.000,4,   3.9900,4,   2154.0,6,  2272.48,2,   7.6722,2,    25.06,     -999,9,     -999,9,  -1.3436,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.328,1,    4.518,1,    0.247,1,   0.0000,4,     -999,9,20180428,1812, -68.0023,-105.1588,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,97      ,  1,35         ,35         ,2,20180428,1543, -68.0014,-105.1584,     4524,     23.6,-1.3351852674275861421,33.617024762583426,2,  33.6139,2,348.90817208180994,2, 349.1018,2,    349.1,2,     23.1,2,    24.94,2,     0.24,2,     1.73,2,     -999,9,     -999,9,     -999,9,   2152.5,2,  2276.18,2,   7.6703,2,    25.08,     -999,9,     -999,9,  -1.3322,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.341,1,    4.517,1,    0.265,1,     -999,9,     -999,9,20180428,1811, -68.0023,-105.1589,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,97      ,  1,34         ,34         ,2,20180428,1543, -68.0014,-105.1584,     4524,     48.9,-1.2516634855013470951,33.661765097363265,2,  33.6593,2,349.08084896378278,2, 348.2033,2,    348.4,2,     25.0,2,    25.23,2,     0.23,2,     1.74,2,    7.238,2,    3.496,2,   3.8800,3,   2155.7,2,  2275.88,2,   7.6696,2,    25.03,     -999,9,     -999,9,  -1.2518,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.334,1,    4.518,1,    0.266,1,  16.1400,2,     -999,9,20180428,1809, -68.0024,-105.1594,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,97      ,  1,33         ,33         ,2,20180428,1543, -68.0014,-105.1584,     4524,     74.6,-0.2852749814862867717,33.978578865310965,2,  33.9767,2,335.35437218822483,2, 333.7002,2,    334.3,2,     37.7,2,    27.68,2,     0.31,2,     2.01,2,     -999,9,     -999,9,     -999,9,   2180.3,2,  2294.50,2,   7.6477,2,    25.05,     -999,9,     -999,9,  -0.2883,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.086,1,    4.612,1,    0.172,1,     -999,9,     -999,9,20180428,1807, -68.0025,-105.1598,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,97      ,  1,32         ,32         ,2,20180428,1543, -68.0014,-105.1584,     4524,    100.5,-0.4101670447521637564,34.033210459511579,2,  34.0316,2,333.41202387511817,2, 331.9029,2,    330.5,2,     42.6,2,    29.42,2,     0.27,2,     2.04,2,     -999,9,     -999,9,     -999,9,   2189.6,2,  2297.04,2,   7.6321,2,    25.07,     -999,9,     -999,9,  -0.4123,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.069,1,    4.630,1,    0.163,1,     -999,9,     -999,9,20180428,1805, -68.0025,-105.1600,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,97      ,  1,31         ,31         ,2,20180428,1543, -68.0014,-105.1584,     4524,    150.2,0.0100594217672273882,34.154579948178615,2,  34.1573,2,301.77236705046528,3, 301.1017,3,    297.9,2,     50.4,2,    31.57,2,     0.02,2,     2.13,2,    5.347,2,    2.694,2,   3.0100,3,   2209.4,2,  2303.22,2,   7.6031,2,    25.06,     -999,9,     -999,9,   0.0094,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.067,1,    4.636,1,    0.151,1,  18.4300,2,     -999,9,20180428,1803, -68.0025,-105.1596,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,97      ,  1,30         ,30         ,2,20180428,1543, -68.0014,-105.1584,     4524,    202.4,1.4533834735267718852,34.388437162341447,2,  34.3886,2,219.31226399433305,3, 217.8013,2,    216.0,2,     65.3,2,    34.43,2,     0.00,2,     2.33,2,     -999,9,     -999,9,     -999,9,   2236.9,2,  2319.54,2,   7.5507,2,    25.11,     -999,9,     -999,9,   1.4662,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.064,1,    4.638,1,    0.151,1,     -999,9,     -999,9,20180428,1800, -68.0023,-105.1592,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
320620180309  ,S04P       ,97      ,  1,29         ,29         ,2,20180428,1543, -68.0014,-105.1584,     4524,    251.6,1.6986734635892781764,34.470063404006865,2,  34.4742,2,201.80608186062318,3, 200.7954,3,    198.1,2,     71.6,2,    34.68,2,     0.00,2,     2.34,2,    1.804,2,    0.942,2,   0.8500,2,   2248.3,2,  2326.01,2,   7.5428,2,    25.07,     -999,9,     -999,9,   1.6985,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    0.063,1,    4.641,1,    0.152,1,  22.7000,2,     -999,9,20180428,1757, -68.0022,-105.1588,     -999,9,     -999,9,-999          ,9,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9
